"","index","id","name","date","record_identifier","status_of_system","maximum_sustained_wind_knots","maximum_pressure","year.x","anomaly"
"723",44438,"AL252005","WILMA",2005-10-20,"","HU",130,901,2005,0.553
"724",44439,"AL252005","WILMA",2005-10-20,"","HU",130,910,2005,0.553
"725",44440,"AL252005","WILMA",2005-10-20,"","HU",130,917,2005,0.553
"726",44441,"AL252005","WILMA",2005-10-21,"","HU",130,924,2005,0.553
"727",44442,"AL252005","WILMA",2005-10-21,"","HU",130,930,2005,0.553
"728",44443,"AL252005","WILMA",2005-10-21,"","HU",125,929,2005,0.553
"729",44444,"AL252005","WILMA",2005-10-21,"","HU",120,926,2005,0.553
"730",44445,"AL252005","WILMA",2005-10-21,"L","HU",130,927,2005,0.553
"731",44446,"AL252005","WILMA",2005-10-22,"","HU",120,930,2005,0.553
"732",44447,"AL252005","WILMA",2005-10-22,"L","HU",115,933,2005,0.553
"733",44448,"AL252005","WILMA",2005-10-22,"","HU",110,935,2005,0.553
"734",44449,"AL252005","WILMA",2005-10-22,"","HU",100,947,2005,0.553
"735",44450,"AL252005","WILMA",2005-10-22,"","HU",85,958,2005,0.553
"736",44451,"AL252005","WILMA",2005-10-23,"","HU",85,960,2005,0.553
"737",44452,"AL252005","WILMA",2005-10-23,"","HU",85,962,2005,0.553
"738",44453,"AL252005","WILMA",2005-10-23,"","HU",85,961,2005,0.553
"739",44454,"AL252005","WILMA",2005-10-23,"","HU",90,963,2005,0.553
"740",44455,"AL252005","WILMA",2005-10-24,"","HU",95,958,2005,0.553
"741",44456,"AL252005","WILMA",2005-10-24,"","HU",110,953,2005,0.553
"742",44457,"AL252005","WILMA",2005-10-24,"L","HU",105,950,2005,0.553
"743",44458,"AL252005","WILMA",2005-10-24,"","HU",95,950,2005,0.553
"744",44459,"AL252005","WILMA",2005-10-24,"","HU",105,955,2005,0.553
"745",44460,"AL252005","WILMA",2005-10-25,"","HU",110,955,2005,0.553
"746",44461,"AL252005","WILMA",2005-10-25,"","HU",100,963,2005,0.553
"747",44462,"AL252005","WILMA",2005-10-25,"","HU",90,970,2005,0.553
"748",44463,"AL252005","WILMA",2005-10-25,"","HU",75,976,2005,0.553
"749",44464,"AL252005","WILMA",2005-10-26,"","TS",60,978,2005,0.553
"750",44465,"AL252005","WILMA",2005-10-26,"","TS",55,982,2005,0.553
"751",44466,"AL252005","WILMA",2005-10-26,"","TS",50,986,2005,0.553
"752",44467,"AL252005","WILMA",2005-10-26,"","TS",40,990,2005,0.553
"753",44468,"AL262005","ALPHA",2005-10-22,"","TS",30,1007,2005,0.553
"754",44469,"AL262005","ALPHA",2005-10-22,"","TS",35,1005,2005,0.553
"755",44470,"AL262005","ALPHA",2005-10-23,"","TS",45,1000,2005,0.553
"756",44471,"AL262005","ALPHA",2005-10-23,"","TS",45,998,2005,0.553
"757",44472,"AL262005","ALPHA",2005-10-23,"L","TS",45,1000,2005,0.553
"758",44473,"AL262005","ALPHA",2005-10-23,"","TS",35,1002,2005,0.553
"759",44474,"AL262005","ALPHA",2005-10-23,"","TS",30,1004,2005,0.553
"760",44475,"AL262005","ALPHA",2005-10-24,"","TS",30,1004,2005,0.553
"761",44476,"AL262005","ALPHA",2005-10-24,"","TS",30,1004,2005,0.553
"762",44477,"AL262005","ALPHA",2005-10-24,"","TS",30,1004,2005,0.553
"763",44478,"AL262005","ALPHA",2005-10-24,"","TS",30,1004,2005,0.553
"764",44479,"AL272005","BETA",2005-10-26,"","TS",30,1007,2005,0.553
"765",44480,"AL272005","BETA",2005-10-27,"","TS",30,1007,2005,0.553
"766",44481,"AL272005","BETA",2005-10-27,"","TS",35,1005,2005,0.553
"767",44482,"AL272005","BETA",2005-10-27,"","TS",45,1000,2005,0.553
"768",44483,"AL272005","BETA",2005-10-27,"","TS",50,997,2005,0.553
"769",44484,"AL272005","BETA",2005-10-28,"","TS",50,995,2005,0.553
"770",44485,"AL272005","BETA",2005-10-28,"","TS",50,994,2005,0.553
"771",44486,"AL272005","BETA",2005-10-28,"","TS",50,993,2005,0.553
"772",44487,"AL272005","BETA",2005-10-28,"","TS",50,991,2005,0.553
"773",44488,"AL272005","BETA",2005-10-29,"","TS",60,988,2005,0.553
"774",44489,"AL272005","BETA",2005-10-29,"","HU",70,985,2005,0.553
"775",44490,"AL272005","BETA",2005-10-29,"","HU",75,982,2005,0.553
"776",44491,"AL272005","BETA",2005-10-29,"","HU",75,980,2005,0.553
"777",44492,"AL272005","BETA",2005-10-30,"","HU",90,970,2005,0.553
"778",44493,"AL272005","BETA",2005-10-30,"","HU",100,962,2005,0.553
"779",44494,"AL272005","BETA",2005-10-30,"L","HU",90,970,2005,0.553
"780",44495,"AL272005","BETA",2005-10-30,"","TS",55,990,2005,0.553
"781",44496,"AL272005","BETA",2005-10-31,"","TS",20,1000,2005,0.553
"782",44497,"AL282005","GAMMA",2005-11-14,"","TS",30,1007,2005,0.49949
"783",44498,"AL282005","GAMMA",2005-11-14,"","TS",30,1006,2005,0.49949
"784",44499,"AL282005","GAMMA",2005-11-14,"","TS",30,1006,2005,0.49949
"785",44500,"AL282005","GAMMA",2005-11-14,"","TS",30,1005,2005,0.49949
"786",44501,"AL282005","GAMMA",2005-11-15,"","TS",30,1004,2005,0.49949
"787",44502,"AL282005","GAMMA",2005-11-15,"","TS",35,1004,2005,0.49949
"788",44503,"AL282005","GAMMA",2005-11-15,"","TS",35,1004,2005,0.49949
"789",44504,"AL282005","GAMMA",2005-11-15,"","TS",30,1005,2005,0.49949
"790",44505,"AL282005","GAMMA",2005-11-16,"","TS",30,1006,2005,0.49949
"791",44506,"AL282005","GAMMA",2005-11-16,"","TS",30,1006,2005,0.49949
"792",44507,"AL282005","GAMMA",2005-11-16,"","TS",25,1006,2005,0.49949
"793",44508,"AL282005","GAMMA",2005-11-16,"","TS",25,1006,2005,0.49949
"794",44509,"AL282005","GAMMA",2005-11-17,"","TS",25,1007,2005,0.49949
"795",44510,"AL282005","GAMMA",2005-11-17,"","TS",25,1008,2005,0.49949
"796",44511,"AL282005","GAMMA",2005-11-17,"","TS",30,1007,2005,0.49949
"797",44512,"AL282005","GAMMA",2005-11-17,"","TS",30,1007,2005,0.49949
"798",44513,"AL282005","GAMMA",2005-11-18,"","TS",30,1007,2005,0.49949
"799",44514,"AL282005","GAMMA",2005-11-18,"","TS",30,1006,2005,0.49949
"800",44515,"AL282005","GAMMA",2005-11-18,"","TS",30,1006,2005,0.49949
"801",44516,"AL282005","GAMMA",2005-11-18,"","TS",35,1006,2005,0.49949
"802",44517,"AL282005","GAMMA",2005-11-19,"","TS",40,1005,2005,0.49949
"803",44518,"AL282005","GAMMA",2005-11-19,"","TS",40,1004,2005,0.49949
"804",44519,"AL282005","GAMMA",2005-11-19,"","TS",45,1002,2005,0.49949
"805",44520,"AL282005","GAMMA",2005-11-19,"","TS",40,1004,2005,0.49949
"806",44521,"AL282005","GAMMA",2005-11-20,"","TS",40,1005,2005,0.49949
"807",44522,"AL282005","GAMMA",2005-11-20,"","TS",35,1006,2005,0.49949
"808",44523,"AL282005","GAMMA",2005-11-20,"","TS",30,1007,2005,0.49949
"809",44524,"AL282005","GAMMA",2005-11-20,"","TS",30,1007,2005,0.49949
"810",44525,"AL282005","GAMMA",2005-11-21,"","TS",25,1008,2005,0.49949
"811",44526,"AL282005","GAMMA",2005-11-21,"","TS",25,1008,2005,0.49949
"812",44527,"AL282005","GAMMA",2005-11-21,"","TS",25,1008,2005,0.49949
"813",44528,"AL282005","GAMMA",2005-11-21,"","TS",25,1009,2005,0.49949
"814",44529,"AL282005","GAMMA",2005-11-22,"","TS",25,1009,2005,0.49949
"815",44530,"AL292005","DELTA",2005-11-19,"","TS",25,1010,2005,0.49949
"816",44531,"AL292005","DELTA",2005-11-19,"","TS",25,1009,2005,0.49949
"817",44532,"AL292005","DELTA",2005-11-20,"","TS",25,1008,2005,0.49949
"818",44533,"AL292005","DELTA",2005-11-20,"","TS",25,1008,2005,0.49949
"819",44534,"AL292005","DELTA",2005-11-20,"","TS",30,1007,2005,0.49949
"820",44535,"AL292005","DELTA",2005-11-20,"","TS",35,1003,2005,0.49949
"821",44536,"AL292005","DELTA",2005-11-21,"","TS",35,1000,2005,0.49949
"822",44537,"AL292005","DELTA",2005-11-21,"","TS",35,998,2005,0.49949
"823",44538,"AL292005","DELTA",2005-11-21,"","TS",35,996,2005,0.49949
"824",44539,"AL292005","DELTA",2005-11-21,"","TS",40,994,2005,0.49949
"825",44540,"AL292005","DELTA",2005-11-22,"","TS",40,992,2005,0.49949
"826",44541,"AL292005","DELTA",2005-11-22,"","TS",45,990,2005,0.49949
"827",44542,"AL292005","DELTA",2005-11-22,"","TS",45,988,2005,0.49949
"828",44543,"AL292005","DELTA",2005-11-22,"","TS",45,986,2005,0.49949
"829",44544,"AL292005","DELTA",2005-11-23,"","TS",45,984,2005,0.49949
"830",44545,"AL292005","DELTA",2005-11-23,"","TS",45,983,2005,0.49949
"831",44546,"AL292005","DELTA",2005-11-23,"","TS",50,983,2005,0.49949
"832",44547,"AL292005","DELTA",2005-11-23,"","TS",50,983,2005,0.49949
"833",44548,"AL292005","DELTA",2005-11-24,"","TS",55,982,2005,0.49949
"834",44549,"AL292005","DELTA",2005-11-24,"","TS",55,981,2005,0.49949
"835",44550,"AL292005","DELTA",2005-11-24,"","TS",60,980,2005,0.49949
"836",44551,"AL292005","DELTA",2005-11-24,"","TS",60,980,2005,0.49949
"837",44552,"AL292005","DELTA",2005-11-25,"","TS",60,980,2005,0.49949
"838",44553,"AL292005","DELTA",2005-11-25,"","TS",55,982,2005,0.49949
"839",44554,"AL292005","DELTA",2005-11-25,"","TS",55,982,2005,0.49949
"840",44555,"AL292005","DELTA",2005-11-25,"","TS",50,985,2005,0.49949
"841",44556,"AL292005","DELTA",2005-11-26,"","TS",45,989,2005,0.49949
"842",44557,"AL292005","DELTA",2005-11-26,"","TS",40,993,2005,0.49949
"843",44558,"AL292005","DELTA",2005-11-26,"","TS",35,997,2005,0.49949
"844",44559,"AL292005","DELTA",2005-11-26,"","TS",35,997,2005,0.49949
"845",44560,"AL292005","DELTA",2005-11-27,"","TS",35,998,2005,0.49949
"846",44561,"AL292005","DELTA",2005-11-27,"","TS",45,993,2005,0.49949
"847",44562,"AL292005","DELTA",2005-11-27,"","TS",60,982,2005,0.49949
"848",44563,"AL292005","DELTA",2005-11-27,"","TS",60,982,2005,0.49949
"849",44564,"AL292005","DELTA",2005-11-28,"","TS",60,983,2005,0.49949
"850",44565,"AL292005","DELTA",2005-11-28,"","TS",60,984,2005,0.49949
"851",44566,"AL292005","DELTA",2005-11-28,"","TS",60,985,2005,0.49949
"852",44567,"AL292005","DELTA",2005-11-28,"","TS",60,986,2005,0.49949
"853",44568,"AL292005","DELTA",2005-11-29,"","TS",55,988,2005,0.49949
"854",44569,"AL292005","DELTA",2005-11-29,"","TS",50,992,2005,0.49949
"855",44570,"AL292005","DELTA",2005-11-29,"","TS",35,1000,2005,0.49949
"856",44571,"AL292005","DELTA",2005-11-29,"","TS",30,1003,2005,0.49949
"857",44572,"AL302005","EPSILON",2005-11-29,"","TS",45,993,2005,0.49949
"858",44573,"AL302005","EPSILON",2005-11-29,"","TS",45,993,2005,0.49949
"859",44574,"AL302005","EPSILON",2005-11-29,"","TS",45,993,2005,0.49949
"860",44575,"AL302005","EPSILON",2005-11-30,"","TS",45,993,2005,0.49949
"861",44576,"AL302005","EPSILON",2005-11-30,"","TS",50,992,2005,0.49949
"862",44577,"AL302005","EPSILON",2005-11-30,"","TS",55,991,2005,0.49949
"863",44578,"AL302005","EPSILON",2005-11-30,"","TS",50,991,2005,0.49949
"864",44579,"AL302005","EPSILON",2005-12-01,"","TS",50,992,2005,0.36793
"865",44580,"AL302005","EPSILON",2005-12-01,"","TS",50,992,2005,0.36793
"866",44581,"AL302005","EPSILON",2005-12-01,"","TS",50,992,2005,0.36793
"867",44582,"AL302005","EPSILON",2005-12-01,"","TS",55,991,2005,0.36793
"868",44583,"AL302005","EPSILON",2005-12-02,"","TS",55,991,2005,0.36793
"869",44584,"AL302005","EPSILON",2005-12-02,"","TS",55,990,2005,0.36793
"870",44585,"AL302005","EPSILON",2005-12-02,"","TS",60,989,2005,0.36793
"871",44586,"AL302005","EPSILON",2005-12-02,"","HU",65,987,2005,0.36793
"872",44587,"AL302005","EPSILON",2005-12-03,"","HU",65,987,2005,0.36793
"873",44588,"AL302005","EPSILON",2005-12-03,"","HU",65,987,2005,0.36793
"874",44589,"AL302005","EPSILON",2005-12-03,"","HU",65,987,2005,0.36793
"875",44590,"AL302005","EPSILON",2005-12-03,"","HU",65,987,2005,0.36793
"876",44591,"AL302005","EPSILON",2005-12-04,"","HU",65,987,2005,0.36793
"877",44592,"AL302005","EPSILON",2005-12-04,"","HU",65,987,2005,0.36793
"878",44593,"AL302005","EPSILON",2005-12-04,"","HU",70,984,2005,0.36793
"879",44594,"AL302005","EPSILON",2005-12-04,"","HU",70,985,2005,0.36793
"880",44595,"AL302005","EPSILON",2005-12-05,"","HU",70,985,2005,0.36793
"881",44596,"AL302005","EPSILON",2005-12-05,"","HU",75,981,2005,0.36793
"882",44597,"AL302005","EPSILON",2005-12-05,"","HU",75,981,2005,0.36793
"883",44598,"AL302005","EPSILON",2005-12-05,"","HU",70,985,2005,0.36793
"884",44599,"AL302005","EPSILON",2005-12-06,"","HU",65,986,2005,0.36793
"885",44600,"AL302005","EPSILON",2005-12-06,"","HU",65,986,2005,0.36793
"886",44601,"AL302005","EPSILON",2005-12-06,"","HU",65,987,2005,0.36793
"887",44602,"AL302005","EPSILON",2005-12-06,"","HU",65,987,2005,0.36793
"888",44603,"AL302005","EPSILON",2005-12-07,"","HU",65,987,2005,0.36793
"889",44604,"AL302005","EPSILON",2005-12-07,"","HU",65,987,2005,0.36793
"890",44605,"AL302005","EPSILON",2005-12-07,"","HU",65,987,2005,0.36793
"891",44606,"AL302005","EPSILON",2005-12-07,"","TS",60,991,2005,0.36793
"892",44607,"AL302005","EPSILON",2005-12-08,"","TS",50,997,2005,0.36793
"893",44608,"AL302005","EPSILON",2005-12-08,"","TS",35,1003,2005,0.36793
"894",44609,"AL302005","EPSILON",2005-12-08,"","TS",30,1005,2005,0.36793
"895",44610,"AL302005","EPSILON",2005-12-08,"","TS",30,1006,2005,0.36793
"896",44611,"AL302005","EPSILON",2005-12-09,"","TS",30,1007,2005,0.36793
"897",44612,"AL302005","EPSILON",2005-12-09,"","TS",25,1008,2005,0.36793
"898",44613,"AL302005","EPSILON",2005-12-09,"","TS",25,1009,2005,0.36793
"899",44614,"AL302005","EPSILON",2005-12-09,"","TS",25,1009,2005,0.36793
"900",44615,"AL312005","ZETA",2005-12-30,"","TS",30,1009,2005,0.36793
"901",44616,"AL312005","ZETA",2005-12-30,"","TS",40,1005,2005,0.36793
"902",44617,"AL312005","ZETA",2005-12-30,"","TS",45,1002,2005,0.36793
"903",44618,"AL312005","ZETA",2005-12-30,"","TS",45,1000,2005,0.36793
"904",44619,"AL312005","ZETA",2005-12-31,"","TS",45,1000,2005,0.36793
"905",44620,"AL312005","ZETA",2005-12-31,"","TS",50,997,2005,0.36793
"906",44621,"AL312005","ZETA",2005-12-31,"","TS",50,997,2005,0.36793
"907",44622,"AL312005","ZETA",2005-12-31,"","TS",45,1000,2005,0.36793
"908",44623,"AL312005","ZETA",2006-01-01,"","TS",50,997,2006,0.34326
"909",44624,"AL312005","ZETA",2006-01-01,"","TS",50,997,2006,0.34326
"910",44625,"AL312005","ZETA",2006-01-01,"","TS",50,997,2006,0.34326
"911",44626,"AL312005","ZETA",2006-01-01,"","TS",55,994,2006,0.34326
"912",44627,"AL312005","ZETA",2006-01-02,"","TS",55,994,2006,0.34326
"913",44628,"AL312005","ZETA",2006-01-02,"","TS",50,997,2006,0.34326
"914",44629,"AL312005","ZETA",2006-01-02,"","TS",45,1000,2006,0.34326
"915",44630,"AL312005","ZETA",2006-01-02,"","TS",50,997,2006,0.34326
"916",44631,"AL312005","ZETA",2006-01-03,"","TS",55,994,2006,0.34326
"917",44632,"AL312005","ZETA",2006-01-03,"","TS",55,994,2006,0.34326
"918",44633,"AL312005","ZETA",2006-01-03,"","TS",55,994,2006,0.34326
"919",44634,"AL312005","ZETA",2006-01-03,"","TS",55,994,2006,0.34326
"920",44635,"AL312005","ZETA",2006-01-04,"","TS",55,994,2006,0.34326
"921",44636,"AL312005","ZETA",2006-01-04,"","TS",50,997,2006,0.34326
"922",44637,"AL312005","ZETA",2006-01-04,"","TS",45,1000,2006,0.34326
"923",44638,"AL312005","ZETA",2006-01-04,"","TS",40,1002,2006,0.34326
"924",44639,"AL312005","ZETA",2006-01-05,"","TS",35,1005,2006,0.34326
"925",44640,"AL312005","ZETA",2006-01-05,"","TS",35,1005,2006,0.34326
"926",44641,"AL312005","ZETA",2006-01-05,"","TS",35,1006,2006,0.34326
"927",44642,"AL312005","ZETA",2006-01-05,"","TS",35,1007,2006,0.34326
"928",44643,"AL312005","ZETA",2006-01-06,"","TS",35,1007,2006,0.34326
"929",44644,"AL312005","ZETA",2006-01-06,"","TS",30,1007,2006,0.34326
"930",44645,"AL312005","ZETA",2006-01-06,"","TS",30,1008,2006,0.34326
"931",44646,"AL312005","ZETA",2006-01-06,"","TS",25,1009,2006,0.34326
"932",44647,"AL312005","ZETA",2006-01-07,"","TS",25,1009,2006,0.34326
"933",44648,"AL312005","ZETA",2006-01-07,"","TS",25,1012,2006,0.34326
"934",44649,"AL312005","ZETA",2006-01-07,"","TS",25,1014,2006,0.34326
"935",44650,"AL312005","ZETA",2006-01-07,"","TS",25,1016,2006,0.34326
"936",44651,"AL012006","ALBERTO",2006-06-10,"","TS",25,1004,2006,0.54645
"937",44652,"AL012006","ALBERTO",2006-06-10,"","TS",30,1003,2006,0.54645
"938",44653,"AL012006","ALBERTO",2006-06-10,"","TS",30,1003,2006,0.54645
"939",44654,"AL012006","ALBERTO",2006-06-11,"","TS",35,1003,2006,0.54645
"940",44655,"AL012006","ALBERTO",2006-06-11,"","TS",35,1003,2006,0.54645
"941",44656,"AL012006","ALBERTO",2006-06-11,"","TS",40,1002,2006,0.54645
"942",44657,"AL012006","ALBERTO",2006-06-11,"","TS",40,1004,2006,0.54645
"943",44658,"AL012006","ALBERTO",2006-06-12,"","TS",40,1004,2006,0.54645
"944",44659,"AL012006","ALBERTO",2006-06-12,"","TS",45,1004,2006,0.54645
"945",44660,"AL012006","ALBERTO",2006-06-12,"","TS",60,1000,2006,0.54645
"946",44661,"AL012006","ALBERTO",2006-06-12,"","TS",60,997,2006,0.54645
"947",44662,"AL012006","ALBERTO",2006-06-13,"","TS",60,995,2006,0.54645
"948",44663,"AL012006","ALBERTO",2006-06-13,"","TS",55,995,2006,0.54645
"949",44664,"AL012006","ALBERTO",2006-06-13,"","TS",45,996,2006,0.54645
"950",44665,"AL012006","ALBERTO",2006-06-13,"L","TS",40,998,2006,0.54645
"951",44666,"AL012006","ALBERTO",2006-06-13,"","TS",35,997,2006,0.54645
"952",44667,"AL012006","ALBERTO",2006-06-14,"","TS",35,1001,2006,0.54645
"953",44668,"AL012006","ALBERTO",2006-06-14,"","TS",30,1003,2006,0.54645
"954",44669,"AL012006","ALBERTO",2006-06-14,"","TS",35,1003,2006,0.54645
"955",44670,"AL012006","ALBERTO",2006-06-14,"","TS",35,1002,2006,0.54645
"956",44671,"AL012006","ALBERTO",2006-06-15,"","TS",45,999,2006,0.54645
"957",44672,"AL012006","ALBERTO",2006-06-15,"","TS",45,990,2006,0.54645
"958",44673,"AL012006","ALBERTO",2006-06-15,"","TS",50,979,2006,0.54645
"959",44674,"AL012006","ALBERTO",2006-06-15,"","TS",55,971,2006,0.54645
"960",44675,"AL012006","ALBERTO",2006-06-16,"","TS",55,969,2006,0.54645
"961",44676,"AL012006","ALBERTO",2006-06-16,"","TS",50,972,2006,0.54645
"962",44677,"AL012006","ALBERTO",2006-06-16,"","TS",45,985,2006,0.54645
"963",44678,"AL012006","ALBERTO",2006-06-16,"","TS",40,990,2006,0.54645
"964",44679,"AL012006","ALBERTO",2006-06-17,"","TS",40,995,2006,0.54645
"965",44680,"AL012006","ALBERTO",2006-06-17,"","TS",40,995,2006,0.54645
"966",44681,"AL012006","ALBERTO",2006-06-17,"","TS",40,995,2006,0.54645
"967",44682,"AL012006","ALBERTO",2006-06-17,"","TS",35,995,2006,0.54645
"968",44683,"AL012006","ALBERTO",2006-06-18,"","TS",30,995,2006,0.54645
"969",44684,"AL012006","ALBERTO",2006-06-18,"","TS",30,995,2006,0.54645
"970",44685,"AL012006","ALBERTO",2006-06-18,"","TS",30,995,2006,0.54645
"971",44686,"AL012006","ALBERTO",2006-06-18,"","TS",30,997,2006,0.54645
"972",44687,"AL012006","ALBERTO",2006-06-19,"","TS",30,999,2006,0.54645
"973",44688,"AL012006","ALBERTO",2006-06-19,"","TS",30,999,2006,0.54645
"974",44689,"AL022006","UNNAMED",2006-07-16,"","TS",30,1009,2006,0.60105
"975",44690,"AL022006","UNNAMED",2006-07-16,"","TS",30,1009,2006,0.60105
"976",44691,"AL022006","UNNAMED",2006-07-17,"","TS",30,1009,2006,0.60105
"977",44692,"AL022006","UNNAMED",2006-07-17,"","TS",30,1008,2006,0.60105
"978",44693,"AL022006","UNNAMED",2006-07-17,"","TS",40,1003,2006,0.60105
"979",44694,"AL022006","UNNAMED",2006-07-17,"","TS",45,998,2006,0.60105
"980",44695,"AL022006","UNNAMED",2006-07-18,"","TS",40,999,2006,0.60105
"981",44696,"AL022006","UNNAMED",2006-07-18,"","TS",35,1004,2006,0.60105
"982",44697,"AL022006","UNNAMED",2006-07-18,"","TS",30,1007,2006,0.60105
"983",44698,"AL022006","UNNAMED",2006-07-18,"","TS",25,1009,2006,0.60105
"984",44699,"AL022006","UNNAMED",2006-07-19,"","TS",25,1012,2006,0.60105
"985",44700,"AL022006","UNNAMED",2006-07-19,"","TS",25,1012,2006,0.60105
"986",44701,"AL022006","UNNAMED",2006-07-19,"","TS",25,1014,2006,0.60105
"987",44702,"AL032006","BERYL",2006-07-18,"","TS",30,1010,2006,0.60105
"988",44703,"AL032006","BERYL",2006-07-18,"","TS",35,1008,2006,0.60105
"989",44704,"AL032006","BERYL",2006-07-19,"","TS",35,1006,2006,0.60105
"990",44705,"AL032006","BERYL",2006-07-19,"","TS",35,1005,2006,0.60105
"991",44706,"AL032006","BERYL",2006-07-19,"","TS",40,1004,2006,0.60105
"992",44707,"AL032006","BERYL",2006-07-19,"","TS",50,1003,2006,0.60105
"993",44708,"AL032006","BERYL",2006-07-20,"","TS",50,1002,2006,0.60105
"994",44709,"AL032006","BERYL",2006-07-20,"","TS",50,1001,2006,0.60105
"995",44710,"AL032006","BERYL",2006-07-20,"","TS",50,1002,2006,0.60105
"996",44711,"AL032006","BERYL",2006-07-20,"","TS",45,1002,2006,0.60105
"997",44712,"AL032006","BERYL",2006-07-21,"","TS",45,1003,2006,0.60105
"998",44713,"AL032006","BERYL",2006-07-21,"","TS",45,1000,2006,0.60105
"999",44714,"AL032006","BERYL",2006-07-21,"L","TS",45,1000,2006,0.60105
"1000",44715,"AL032006","BERYL",2006-07-21,"","TS",40,1002,2006,0.60105
"1001",44716,"AL032006","BERYL",2006-07-21,"","TS",35,1000,2006,0.60105
"1002",44717,"AL032006","BERYL",2006-07-22,"","TS",35,1002,2006,0.60105
"1003",44718,"AL032006","BERYL",2006-07-22,"","TS",35,1003,2006,0.60105
"1004",44719,"AL032006","BERYL",2006-07-22,"","TS",30,1004,2006,0.60105
"1005",44720,"AL042006","CHRIS",2006-08-01,"","TS",30,1011,2006,0.6899
"1006",44721,"AL042006","CHRIS",2006-08-01,"","TS",35,1009,2006,0.6899
"1007",44722,"AL042006","CHRIS",2006-08-01,"","TS",40,1006,2006,0.6899
"1008",44723,"AL042006","CHRIS",2006-08-01,"","TS",50,1004,2006,0.6899
"1009",44724,"AL042006","CHRIS",2006-08-02,"","TS",50,1003,2006,0.6899
"1010",44725,"AL042006","CHRIS",2006-08-02,"","TS",55,1001,2006,0.6899
"1011",44726,"AL042006","CHRIS",2006-08-02,"","TS",55,1001,2006,0.6899
"1012",44727,"AL042006","CHRIS",2006-08-02,"","TS",50,1004,2006,0.6899
"1013",44728,"AL042006","CHRIS",2006-08-03,"","TS",50,1007,2006,0.6899
"1014",44729,"AL042006","CHRIS",2006-08-03,"","TS",40,1010,2006,0.6899
"1015",44730,"AL042006","CHRIS",2006-08-03,"","TS",35,1011,2006,0.6899
"1016",44731,"AL042006","CHRIS",2006-08-03,"","TS",30,1011,2006,0.6899
"1017",44732,"AL042006","CHRIS",2006-08-04,"","TS",30,1011,2006,0.6899
"1018",44733,"AL042006","CHRIS",2006-08-04,"","TS",25,1011,2006,0.6899
"1019",44734,"AL042006","CHRIS",2006-08-04,"","TS",25,1011,2006,0.6899
"1020",44735,"AL042006","CHRIS",2006-08-04,"","TS",25,1012,2006,0.6899
"1021",44736,"AL042006","CHRIS",2006-08-05,"","TS",25,1012,2006,0.6899
"1022",44737,"AL042006","CHRIS",2006-08-05,"","TS",20,1012,2006,0.6899
"1023",44738,"AL042006","CHRIS",2006-08-05,"","TS",20,1012,2006,0.6899
"1024",44739,"AL042006","CHRIS",2006-08-05,"","TS",20,1012,2006,0.6899
"1025",44740,"AL042006","CHRIS",2006-08-06,"","TS",20,1012,2006,0.6899
"1026",44741,"AL042006","CHRIS",2006-08-06,"","TS",20,1013,2006,0.6899
"1027",44742,"AL042006","CHRIS",2006-08-06,"","TS",15,1013,2006,0.6899
"1028",44743,"AL052006","DEBBY",2006-08-21,"","TS",30,1007,2006,0.6899
"1029",44744,"AL052006","DEBBY",2006-08-22,"","TS",30,1007,2006,0.6899
"1030",44745,"AL052006","DEBBY",2006-08-22,"","TS",30,1007,2006,0.6899
"1031",44746,"AL052006","DEBBY",2006-08-22,"","TS",30,1007,2006,0.6899
"1032",44747,"AL052006","DEBBY",2006-08-22,"","TS",30,1005,2006,0.6899
"1033",44748,"AL052006","DEBBY",2006-08-23,"","TS",35,1003,2006,0.6899
"1034",44749,"AL052006","DEBBY",2006-08-23,"","TS",40,1002,2006,0.6899
"1035",44750,"AL052006","DEBBY",2006-08-23,"","TS",45,1001,2006,0.6899
"1036",44751,"AL052006","DEBBY",2006-08-23,"","TS",45,1001,2006,0.6899
"1037",44752,"AL052006","DEBBY",2006-08-24,"","TS",45,1000,2006,0.6899
"1038",44753,"AL052006","DEBBY",2006-08-24,"","TS",45,999,2006,0.6899
"1039",44754,"AL052006","DEBBY",2006-08-24,"","TS",45,1000,2006,0.6899
"1040",44755,"AL052006","DEBBY",2006-08-24,"","TS",45,1000,2006,0.6899
"1041",44756,"AL052006","DEBBY",2006-08-25,"","TS",45,1000,2006,0.6899
"1042",44757,"AL052006","DEBBY",2006-08-25,"","TS",45,1001,2006,0.6899
"1043",44758,"AL052006","DEBBY",2006-08-25,"","TS",40,1002,2006,0.6899
"1044",44759,"AL052006","DEBBY",2006-08-25,"","TS",35,1005,2006,0.6899
"1045",44760,"AL052006","DEBBY",2006-08-26,"","TS",35,1008,2006,0.6899
"1046",44761,"AL052006","DEBBY",2006-08-26,"","TS",30,1009,2006,0.6899
"1047",44762,"AL052006","DEBBY",2006-08-26,"","TS",25,1010,2006,0.6899
"1048",44763,"AL052006","DEBBY",2006-08-26,"","TS",25,1011,2006,0.6899
"1049",44764,"AL052006","DEBBY",2006-08-27,"","TS",25,1012,2006,0.6899
"1050",44765,"AL052006","DEBBY",2006-08-27,"","TS",25,1012,2006,0.6899
"1051",44766,"AL052006","DEBBY",2006-08-27,"","TS",25,1012,2006,0.6899
"1052",44767,"AL052006","DEBBY",2006-08-27,"","TS",25,1012,2006,0.6899
